Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
3.12.2024 12:46:50,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:50,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:46:51,Kırmızı,Durdu,0,11,41845
3.12.2024 12:47:03,Kırmızı,Durdu,10,16,96854
3.12.2024 12:47:03,Kırmızı,Durdu,9,937055,16,89904
3.12.2024 12:47:03,Kırmızı,Durdu,9,847047,16,80056
3.12.2024 12:47:03,Kırmızı,Durdu,9,76914,16,716
3.12.2024 12:47:03,Kırmızı,Durdu,9,670916,16,61045
3.12.2024 12:47:03,Kırmızı,Durdu,9,591726,16,52606
3.12.2024 12:47:03,Kırmızı,Durdu,9,512004,16,4418
3.12.2024 12:47:03,Kırmızı,Durdu,9,43515,16,36123
3.12.2024 12:47:03,Kırmızı,Durdu,9,346283,16,26894
3.12.2024 12:47:03,Kırmızı,Durdu,9,266479,16,18677
3.12.2024 12:47:03,Kırmızı,Durdu,9,182859,16,10145
3.12.2024 12:47:03,Kırmızı,Durdu,9,099339,16,01701
3.12.2024 12:47:03,Kırmızı,Durdu,9,014644,15,93218
3.12.2024 12:47:03,Kırmızı,Durdu,8,887936,15,80705
3.12.2024 12:47:03,Kırmızı,Durdu,8,803248,15,72421
3.12.2024 12:47:03,Kırmızı,Durdu,8,721438,15,64494
3.12.2024 12:47:03,Kırmızı,Durdu,8,644549,15,57108
3.12.2024 12:47:03,Kırmızı,Durdu,8,570474,15,50054
3.12.2024 12:47:03,Kırmızı,Durdu,8,495763,15,43001
3.12.2024 12:47:03,Kırmızı,Durdu,8,386651,15,32834
3.12.2024 12:47:03,Kırmızı,Durdu,8,288301,15,23777
3.12.2024 12:47:03,Kırmızı,Durdu,8,202438,15,15951
3.12.2024 12:47:03,Kırmızı,Durdu,8,128614,15,09283
3.12.2024 12:47:03,Kırmızı,Durdu,8,053603,15,02571
3.12.2024 12:47:03,Kırmızı,Durdu,7,97579,14,95675
3.12.2024 12:47:03,Kırmızı,Durdu,7,890491,14,88197
3.12.2024 12:47:03,Kırmızı,Durdu,7,815758,14,81707
3.12.2024 12:47:03,Kırmızı,Durdu,7,741245,14,75298
3.12.2024 12:47:03,Kırmızı,Durdu,7,663472,14,68676
3.12.2024 12:47:03,Kırmızı,Durdu,7,587735,14,6229
3.12.2024 12:47:03,Kırmızı,Durdu,7,513345,14,5608
3.12.2024 12:47:03,Kırmızı,Durdu,7,440089,14,50024
3.12.2024 12:47:03,Kırmızı,Durdu,7,365358,14,43909
3.12.2024 12:47:03,Kırmızı,Durdu,7,288689,14,37699
3.12.2024 12:47:03,Kırmızı,Durdu,7,219456,14,32146
3.12.2024 12:47:03,Kırmızı,Durdu,7,115224,14,23905
3.12.2024 12:47:03,Kırmızı,Durdu,6,991008,14,14256
3.12.2024 12:47:03,Kırmızı,Durdu,6,884222,14,06088
3.12.2024 12:47:03,Kırmızı,Durdu,6,807184,14,00261
3.12.2024 12:47:03,Kırmızı,Durdu,6,738977,13,95154
3.12.2024 12:47:03,Kırmızı,Durdu,6,666374,13,89777
3.12.2024 12:47:03,Kırmızı,Durdu,6,597176,13,84704
3.12.2024 12:47:03,Kırmızı,Durdu,6,528835,13,79747
3.12.2024 12:47:03,Kırmızı,Durdu,6,398196,13,70459
3.12.2024 12:47:03,Kırmızı,Durdu,6,183299,13,55695
3.12.2024 12:47:03,Kırmızı,Durdu,6,109257,13,50669
3.12.2024 12:47:03,Kırmızı,Durdu,6,023079,13,44902
3.12.2024 12:47:03,Kırmızı,Durdu,5,945465,13,39775
3.12.2024 12:47:03,Kırmızı,Durdu,5,879676,13,35477
3.12.2024 12:47:03,Kırmızı,Durdu,5,810806,13,3103
3.12.2024 12:47:03,Kırmızı,Durdu,5,736039,13,26265
3.12.2024 12:47:03,Kırmızı,Durdu,5,621607,13,19117
3.12.2024 12:47:03,Kırmızı,Durdu,5,517543,13,12738
3.12.2024 12:47:03,Kırmızı,Durdu,5,432456,13,07601
3.12.2024 12:47:03,Kırmızı,Durdu,5,351479,13,02787
3.12.2024 12:47:03,Kırmızı,Durdu,5,280618,12,98629
3.12.2024 12:47:03,Kırmızı,Durdu,5,164289,12,91954
3.12.2024 12:47:04,Kırmızı,Durdu,5,082389,12,87329
3.12.2024 12:47:04,Kırmızı,Durdu,5,004429,12,82994
3.12.2024 12:47:04,Kırmızı,Durdu,4,931206,12,78982
3.12.2024 12:47:04,Kırmızı,Durdu,4,853885,12,74812
3.12.2024 12:47:04,Kırmızı,Durdu,4,782699,12,71029
3.12.2024 12:47:04,Kırmızı,Durdu,4,705284,12,66982
3.12.2024 12:47:04,Kırmızı,Durdu,4,628064,12,63011
3.12.2024 12:47:04,Kırmızı,Durdu,4,559036,12,59514
3.12.2024 12:47:04,Kırmızı,Durdu,4,484676,12,55809
3.12.2024 12:47:04,Kırmızı,Durdu,4,402326,12,51781
3.12.2024 12:47:04,Kırmızı,Durdu,4,310962,12,47404
3.12.2024 12:47:04,Kırmızı,Durdu,4,23568,12,43861
3.12.2024 12:47:04,Kırmızı,Durdu,4,160379,12,4038
3.12.2024 12:47:04,Kırmızı,Durdu,4,082357,12,36842
3.12.2024 12:47:04,Kırmızı,Durdu,4,011467,12,33682
3.12.2024 12:47:04,Kırmızı,Durdu,3,937073,12,30428
3.12.2024 12:47:04,Kırmızı,Durdu,3,858874,12,27075
3.12.2024 12:47:04,Kırmızı,Durdu,3,788024,12,24093
3.12.2024 12:47:04,Kırmızı,Durdu,3,712567,12,2098
3.12.2024 12:47:04,Kırmızı,Durdu,3,621927,12,17332
3.12.2024 12:47:04,Kırmızı,Durdu,3,528006,12,13651
3.12.2024 12:47:04,Kırmızı,Durdu,3,443387,12,10413
3.12.2024 12:47:04,Kırmızı,Durdu,3,314198,12,05656
3.12.2024 12:47:04,Kırmızı,Durdu,3,200847,12,01625
3.12.2024 12:47:04,Kırmızı,Durdu,3,096596,11,98038
3.12.2024 12:47:04,Kırmızı,Durdu,2,993135,11,94597
3.12.2024 12:47:04,Kırmızı,Durdu,2,911874,11,91968
3.12.2024 12:47:04,Kırmızı,Durdu,2,818719,11,8905
3.12.2024 12:47:04,Kırmızı,Durdu,2,742879,11,86739
3.12.2024 12:47:04,Kırmızı,Durdu,2,66099,11,84318
3.12.2024 12:47:04,Kırmızı,Durdu,2,583653,11,82098
3.12.2024 12:47:04,Kırmızı,Durdu,2,496791,11,79688
3.12.2024 12:47:04,Kırmızı,Durdu,2,419754,11,77616
3.12.2024 12:47:04,Kırmızı,Durdu,2,335104,11,7542
3.12.2024 12:47:04,Kırmızı,Durdu,2,248447,11,73256
3.12.2024 12:47:04,Kırmızı,Durdu,2,170257,11,7137
3.12.2024 12:47:04,Kırmızı,Durdu,2,087234,11,69445
3.12.2024 12:47:04,Kırmızı,Durdu,2,000765,11,67522
3.12.2024 12:47:04,Kırmızı,Durdu,1,928279,11,65969
3.12.2024 12:47:04,Kırmızı,Durdu,1,858481,11,64528
3.12.2024 12:47:04,Kırmızı,Durdu,1,785787,11,63086
3.12.2024 12:47:04,Kırmızı,Durdu,1,706428,11,61581
3.12.2024 12:47:04,Kırmızı,Durdu,1,622876,11,60075
3.12.2024 12:47:04,Kırmızı,Durdu,1,470999,11,57593
3.12.2024 12:47:04,Kırmızı,Durdu,1,236515,11,54371
3.12.2024 12:47:04,Kırmızı,Durdu,1,144266,11,53198
3.12.2024 12:47:04,Kırmızı,Durdu,1,064431,11,52254
3.12.2024 12:47:04,Kırmızı,Durdu,0,9900665,11,51436
3.12.2024 12:47:04,Kırmızı,Durdu,0,9175418,11,50696
3.12.2024 12:47:04,Kırmızı,Durdu,0,8306333,11,49894
3.12.2024 12:47:04,Kırmızı,Durdu,0,7637561,11,49327
3.12.2024 12:47:04,Kırmızı,Durdu,0,6843563,11,48723
3.12.2024 12:47:04,Kırmızı,Durdu,0,615878,11,48254
3.12.2024 12:47:04,Kırmızı,Durdu,0,5376995,11,47787
3.12.2024 12:47:04,Kırmızı,Durdu,0,4652981,11,47413
3.12.2024 12:47:04,Kırmızı,Durdu,0,3906071,11,47089
3.12.2024 12:47:04,Kırmızı,Durdu,0,3092444,11,46809
3.12.2024 12:47:04,Kırmızı,Durdu,0,2358953,11,46617
3.12.2024 12:47:04,Kırmızı,Durdu,0,1543238,11,46477
3.12.2024 12:47:04,Kırmızı,Durdu,0,08268914,11,46411
3.12.2024 12:47:04,Kırmızı,Durdu,0,004010255,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:04,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:05,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:06,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
