Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
Tarih/Saat, Trafik Işığı, Araç Durumu, Hız (km/h), Raycast Mesafesi (m)
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:07,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:08,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:09,Kırmızı,Durdu,0,11,46408
3.12.2024 12:47:17,Kırmızı,Durdu,10,10,08628
3.12.2024 12:47:17,Kırmızı,Durdu,9,914909,8,815418
3.12.2024 12:47:17,Kırmızı,Durdu,9,84206,7,911043
3.12.2024 12:47:17,Kırmızı,Durdu,9,75025,6,951619
3.12.2024 12:47:17,Kırmızı,Durdu,9,664187,6,194552
3.12.2024 12:47:17,Kırmızı,Durdu,9,582643,5,576272
3.12.2024 12:47:17,Kırmızı,Durdu,9,493164,4,98598
3.12.2024 12:47:17,Kırmızı,Durdu,9,405477,4,763548
3.12.2024 12:47:17,Kırmızı,Durdu,9,300774,4,801809
3.12.2024 12:47:17,Kırmızı,Durdu,9,20482,4,83922
